0	sky	Cúpula HDRI	skyHdri	11,8,10	68,48,68
1134	upperDetail	Marco corrediza posterior jamba der B	blackMetal	21.3700008392334,4.539999961853027,12.104999542236328	0.05999999865889549,2.5,0.029999999329447746
1135	upperDetail	Marco corrediza posterior montante B	blackMetal	19.600000381469727,4.539999961853027,12.104999542236328	0.03999999910593033,2.5,0.029999999329447746
1136	upperDetail	Umbral corrediza posterior B	blackMetal	19.600000381469727,3.234999895095825,11.979999542236328	3.5999999046325684,0.026000000536441803,0.23999999463558197
1137	upper	Goterón interior balcón posterior	blackMetal	17.799999237060547,3.180000066757202,11.920000076293945	7.519999980926514,0.017999999225139618,0.03999999910593033
1138	upper	Goterón interior balcón lateral	blackMetal	14.0600004196167,3.180000066757202,9	0.03999999910593033,0.017999999225139618,5.760000228881836
1139	upperDetail	Zócalo estudio lateral	blackMetal	14.180000305175781,3.309999942779541,3	0.05000000074505806,0.10000000149011612,5.619999885559082
1140	upperDetail	Zócalo estudio fondo	blackMetal	18,3.309999942779541,5.980000019073486	7.559999942779541,0.10000000149011612,0.05000000074505806
1141	upperDetail	Zócalo suite frente	blackMetal	15.850000381469727,3.309999942779541,6.079999923706055	3.3499999046325684,0.10000000149011612,0.05000000074505806
1142	upperDetail	Zócalo suite lateral	blackMetal	14.180000305175781,3.309999942779541,7.539999961853027	0.05000000074505806,0.10000000149011612,2.700000047683716
1143	upperDetail	Zócalo baño suite lateral	blackMetal	19.479999542236328,3.309999942779541,7.260000228881836	0.05000000074505806,0.10000000149011612,2.559999942779541
1144	upperDetail	Zócalo baño suite fondo	blackMetal	20.700000762939453,3.309999942779541,8.729999542236328	2.440000057220459,0.10000000149011612,0.05000000074505806
1145	lowerDetail	Zócalo quincho parrilla	blackMetal	21.420000076293945,0.10999999940395355,8.9399995803833	0.05000000074505806,0.10000000149011612,4.320000171661377
1146	lowerDetail	Zócalo quincho fondo	blackMetal	18.100000381469727,0.10999999940395355,11.920000076293945	7.820000171661377,0.10000000149011612,0.05000000074505806
1147	upperDetail	Premarco suite lateral A	wood	18.520000457763672,4.360000133514404,8.979999542236328	0.10000000149011612,2.2200000286102295,0.029999999329447746
1148	upperDetail	Premarco suite lateral B	wood	18.520000457763672,4.360000133514404,8.0600004196167	0.10000000149011612,2.2200000286102295,0.029999999329447746
1149	upperDetail	Premarco suite superior	wood	18.520000457763672,5.46999979019165,8.520000457763672	0.9200000166893005,0.05000000074505806,0.029999999329447746
1150	upperDetail	Premarco baño suite lateral A	wood	19.420000076293945,4.360000133514404,7.96999979019165	0.029999999329447746,2.2200000286102295,0.10000000149011612
1151	upperDetail	Premarco baño suite lateral B	wood	19.420000076293945,4.360000133514404,7.150000095367432	0.029999999329447746,2.2200000286102295,0.10000000149011612
1152	upperDetail	Premarco baño suite superior	wood	19.420000076293945,5.46999979019165,7.559999942779541	0.029999999329447746,0.05000000074505806,0.9200000166893005
1153	upperDetail	Frente cocina vivienda detalle 0	wood	21.114999771118164,3.7200000286102295,9.039999961853027	0.02800000086426735,0.699999988079071,0.4300000071525574
1154	upperDetail	Frente cocina vivienda detalle 1	wood	21.114999771118164,3.7200000286102295,9.529999732971191	0.02800000086426735,0.699999988079071,0.4300000071525574
1155	upperDetail	Frente cocina vivienda detalle 2	wood	21.114999771118164,3.7200000286102295,10.020000457763672	0.02800000086426735,0.699999988079071,0.4300000071525574
1156	upperDetail	Frente cocina vivienda detalle 3	wood	21.114999771118164,3.7200000286102295,10.510000228881836	0.02800000086426735,0.699999988079071,0.4300000071525574
1157	upperDetail	Alacena cocina módulo 0	wood	21.600000381469727,5.179999828338623,9.3100004196167	0.3499999940395355,0.699999988079071,0.4699999988079071
1158	upperDetail	Alacena cocina tirador 0	blackMetal	21.40999984741211,5.179999828338623,9.3100004196167	0.019999999552965164,0.30000001192092896,0.017999999225139618
1159	upperDetail	Alacena cocina módulo 1	wood	21.600000381469727,5.179999828338623,9.829999923706055	0.3499999940395355,0.699999988079071,0.4699999988079071
1160	upperDetail	Alacena cocina tirador 1	blackMetal	21.40999984741211,5.179999828338623,9.829999923706055	0.019999999552965164,0.30000001192092896,0.017999999225139618
1161	upperDetail	Alacena cocina módulo 2	wood	21.600000381469727,5.179999828338623,10.350000381469727	0.3499999940395355,0.699999988079071,0.4699999988079071
1162	upperDetail	Alacena cocina tirador 2	blackMetal	21.40999984741211,5.179999828338623,10.350000381469727	0.019999999552965164,0.30000001192092896,0.017999999225139618
1163	upperDetail	Campana cocina	stainless	21.540000915527344,4.860000133514404,10.3100004196167	0.1599999964237213,0.41999998688697815,0.6000000238418579
1164	upperDetail	Campana cocina visera	stainless	21.399999618530273,4.53000020980835,10.3100004196167	0.4300000071525574,0.05000000074505806,0.6200000047683716
1165	upperDetail	Península cocina panel lado estar	wood	20.450000762939453,3.7300000190734863,8.770000457763672	0.029999999329447746,0.7900000214576721,0.5600000023841858
1166	upperDetail	Península cocina panel extremo	wood	19.829999923706055,3.7300000190734863,9.050000190734863	0.5400000214576721,0.7900000214576721,0.029999999329447746
1167	upperDetail	Banco cocina refinado 8.84 asiento	fabric	19.559999465942383,3.680000066757202,8.839999198913574	0.4699999988079071,0.10999999940395355,0.4399999976158142
1168	upperDetail	Banco cocina refinado 8.84 respaldo	fabric	19.75,3.950000047683716,8.839999198913574	0.44999998807907104,0.4300000071525574,0.07500000298023224
1169	upperDetail	Banco cocina refinado 8.84 pata -1-1	woodDark	19.71500015258789,3.434999942779541,8.664999961853027	0.03200000151991844,0.4300000071525574,0.03200000151991844
1170	upperDetail	Banco cocina refinado 8.84 pata -11	woodDark	19.405000686645508,3.434999942779541,8.664999961853027	0.03200000151991844,0.4300000071525574,0.03200000151991844
1171	upperDetail	Banco cocina refinado 8.84 pata 1-1	woodDark	19.71500015258789,3.434999942779541,9.015000343322754	0.03200000151991844,0.4300000071525574,0.03200000151991844
1172	upperDetail	Banco cocina refinado 8.84 pata 11	woodDark	19.405000686645508,3.434999942779541,9.015000343322754	0.03200000151991844,0.4300000071525574,0.03200000151991844
1173	upperDetail	Banco cocina refinado 9.26 asiento	fabric	19.559999465942383,3.680000066757202,9.25999927520752	0.4699999988079071,0.10999999940395355,0.4399999976158142
1174	upperDetail	Banco cocina refinado 9.26 respaldo	fabric	19.75,3.950000047683716,9.25999927520752	0.44999998807907104,0.4300000071525574,0.07500000298023224
1175	upperDetail	Banco cocina refinado 9.26 pata -1-1	woodDark	19.71500015258789,3.434999942779541,9.085000038146973	0.03200000151991844,0.4300000071525574,0.03200000151991844
1176	upperDetail	Banco cocina refinado 9.26 pata -11	woodDark	19.405000686645508,3.434999942779541,9.085000038146973	0.03200000151991844,0.4300000071525574,0.03200000151991844
1177	upperDetail	Banco cocina refinado 9.26 pata 1-1	woodDark	19.71500015258789,3.434999942779541,9.4350004196167	0.03200000151991844,0.4300000071525574,0.03200000151991844
1178	upperDetail	Banco cocina refinado 9.26 pata 11	woodDark	19.405000686645508,3.434999942779541,9.4350004196167	0.03200000151991844,0.4300000071525574,0.03200000151991844
1179	upperDetail	Lámpara lineal cocina	warmLight	20.18000030517578,5.360000133514404,9.050000190734863	1.0199999809265137,0.03799999877810478,0.07999999821186066
1180	upperDetail	Lámpara lineal cocina carcasa	blackMetal	20.18000030517578,5.389999866485596,9.050000190734863	1.0499999523162842,0.02800000086426735,0.10000000149011612
1181	upperDetail	Panel acústico lateral estudio 0	acoustic	21.760000228881836,4.820000171661377,1.350000023841858	0.05999999865889549,1.2000000476837158,0.7599999904632568
1182	upperDetail	Panel acústico lateral estudio 1	acoustic	21.760000228881836,4.820000171661377,2.700000047683716	0.05999999865889549,1.2000000476837158,0.7599999904632568
1183	upperDetail	Panel acústico lateral estudio 2	acoustic	21.760000228881836,4.820000171661377,4.050000190734863	0.05999999865889549,1.2000000476837158,0.7599999904632568
1184	upperDetail	Cloud estudio 1	acoustic	18.399999618530273,5.639999866485596,2.1500000953674316	2.0999999046325684,0.05999999865889549,1.0199999809265137
1185	upperDetail	Cloud estudio 2	acoustic	18.399999618530273,5.639999866485596,3.8499999046325684	2.0999999046325684,0.05999999865889549,1.0199999809265137
1186	upperDetail	Rack lateral estudio	blackMetal	20.979999542236328,3.7100000381469727,1.5199999809265137	0.41999998688697815,1.159999966621399,0.6000000238418579
1187	upperDetail	Subsuelo rack estudio	blackMetal	20.979999542236328,3.0999999046325684,1.5199999809265137	0.46000000834465027,0.05000000074505806,0.6399999856948853
1188	upperDetail	Rack superior estudio	blackMetal	20.979999542236328,4.519999980926514,1.5199999809265137	0.4000000059604645,0.7200000286102295,0.5600000023841858
1189	upperDetail	Pedalera estudio	blackMetal	18.860000610351562,3.3299999237060547,3.5799999237060547	0.5199999809265137,0.03999999910593033,0.20000000298023224
1190	upperDetail	Pata consola estudio izq	blackMetal	18.950000762939453,3.630000114440918,2.4800000190734863	0.05000000074505806,0.699999988079071,0.05000000074505806
1191	upperDetail	Pata consola estudio der	blackMetal	18.950000762939453,3.630000114440918,3.5199999809265137	0.05000000074505806,0.699999988079071,0.05000000074505806
1192	upperDetail	Travesaño consola estudio	blackMetal	18.950000762939453,3.309999942779541,3	0.05000000074505806,0.03999999910593033,1.100000023841858
1193	upperDetail	Cama dormitorio base	woodDark	15.819999694824219,3.4600000381469727,7.480000019073486	1.7799999713897705,0.3799999952316284,1.9800000190734863
1194	upperDetail	Cama dormitorio colchón	clothWhite	15.819999694824219,3.7300000190734863,7.480000019073486	1.7266000509262085,0.25,1.9007999897003174
1195	upperDetail	Cama dormitorio costura colchón	clothWhite	15.819999694824219,3.740000009536743,7.480000019073486	1,1,1
1196	upperDetail	Cama dormitorio manta	fabric	15.819999694824219,3.871999979019165,7.915599822998047	1,1,1
1197	upperDetail	Cama dormitorio almohada 1	clothWhite	15.383899688720703,3.937000036239624,6.925600051879883	0.7476000189781189,0.15000000596046448,0.415800005197525
1198	upperDetail	Cama dormitorio ribete almohada -1	clothWhite	15.383899688720703,3.937999963760376,6.925600051879883	1,1,1
1199	upperDetail	Cama dormitorio almohada 2	clothWhite	16.256099700927734,3.937000036239624,6.925600051879883	0.7476000189781189,0.15000000596046448,0.415800005197525
1200	upperDetail	Cama dormitorio ribete almohada 1	clothWhite	16.256099700927734,3.937999963760376,6.925600051879883	1,1,1
1201	upperDetail	Cabezal dormitorio	fabric	14.9399995803833,4.019999980926514,7.480000019073486	0.14000000059604645,1.1799999475479126,2.0199999809265137
1202	upperDetail	Mesa de luz suite izq	woodDark	15.079999923706055,3.5399999618530273,6.179999828338623	0.41999998688697815,0.2800000011920929,0.41999998688697815
1203	upperDetail	Mesa de luz suite der	woodDark	15.079999923706055,3.5399999618530273,8.779999732971191	0.41999998688697815,0.2800000011920929,0.41999998688697815
1204	upperDetail	Lámpara mesa suite izq	ceramic	15.079999923706055,4,6.179999828338623	0.10000000149011612,0.30000001192092896,0.10000000149011612
1205	upperDetail	Lámpara mesa suite der	ceramic	15.079999923706055,4,8.779999732971191	0.10000000149011612,0.30000001192092896,0.10000000149011612
1206	upperDetail	Banqueta pie cama	wood	16.959999084472656,3.450000047683716,7.480000019073486	0.9599999785423279,0.20000000298023224,0.3400000035762787
1207	upperDetail	Cortina suite 1	clothWhite	14.239999771118164,4.46999979019165,6.980000019073486	0.07999999821186066,2.3499999046325684,0.5199999809265137
1208	upperDetail	Cortina suite 2	clothWhite	14.239999771118164,4.46999979019165,8.119999885559082	0.07999999821186066,2.3499999046325684,0.5199999809265137
1209	upperDetail	Vanitory bajo suite	woodDark	19.68000030517578,3.7200000286102295,6.730000019073486	0.6200000047683716,0.5799999833106995,0.4399999976158142
1210	upperDetail	Mesada baño suite	concrete	19.700000762939453,4.050000190734863,6.730000019073486	0.6800000071525574,0.05999999865889549,0.5
1211	upperDetail	Bacha apoyo suite	ceramic	19.700000762939453,4.119999885559082,6.730000019073486	0.18000000715255737,0.10000000149011612,0.18000000715255737
1212	upperDetail	Grifería baño suite	stainless	0,0,0	1,1,1
1213	upperDetail	Espejo baño suite	mirror	19.399999618530273,4.78000020980835,6.730000019073486	0.029999999329447746,1,0.7400000095367432
1214	upperDetail	Revestimiento ducha suite	tile	21.299999237060547,4.460000038146973,6.800000190734863	1.100000023841858,2.319999933242798,0.05999999865889549
1215	upperDetail	Mampara ducha suite	glass	20.540000915527344,4.349999904632568,7.179999828338623	0.019999999552965164,2.0799999237060547,0.8399999737739563
1216	upperDetail	Nicho ducha suite	whitePlaster	21.299999237060547,4.849999904632568,6.380000114440918	0.1599999964237213,0.41999998688697815,0.11999999731779099
1217	upperDetail	Toallero baño suite	stainless	19.420000076293945,4.179999828338623,7.920000076293945	0.029999999329447746,0.10000000149011612,0.5600000023841858
1218	upperDetail	Rejilla ducha suite	stainless	21.020000457763672,3.234999895095825,6.579999923706055	0.3199999928474426,0.009999999776482582,0.05999999865889549
1219	lowerDetail	Mueble parrilla bajo 1	woodDark	20.18000030517578,0.5400000214576721,7.539999961853027	0.9200000166893005,0.8199999928474426,0.5600000023841858
1220	lowerDetail	Mueble parrilla bajo 2	woodDark	18.920000076293945,0.5400000214576721,7.539999961853027	1.100000023841858,0.8199999928474426,0.5600000023841858
1221	lowerDetail	Mesada apoyo quincho	concrete	19.459999084472656,1.0199999809265137,7.539999961853027	2.5799999237060547,0.07999999821186066,0.6200000047683716
1222	lowerDetail	Alzada quincho	tile	19.459999084472656,1.399999976158142,7.260000228881836	2.5799999237060547,0.7200000286102295,0.03999999910593033
1223	lowerDetail	Bacha quincho	stainless	18.81999969482422,1.0299999713897705,7.559999942779541	0.4399999976158142,0.07999999821186066,0.3400000035762787
1224	lowerDetail	Grifería quincho	stainless	0,0,0	1,1,1
1225	lowerDetail	Estante quincho	wood	20.700000762939453,1.8200000524520874,7.179999828338623	1.2000000476837158,0.05999999865889549,0.23999999463558197
1226	lowerDetail	Parrilla leñera interior	blackMetal	20.520000457763672,0.47999998927116394,9.4399995803833	0.14000000059604645,0.5799999833106995,0.6800000071525574
1227	lowerDetail	Parrilla brasas	blackMetal	20.420000076293945,0.9399999976158142,9.4399995803833	0.10000000149011612,0.05999999865889549,0.6800000071525574
1228	lowerDetail	Parrilla campana faldón	blackMetal	20.6200008392334,1.9199999570846558,9.4399995803833	0.18000000715255737,0.6600000262260437,0.9599999785423279
1229	lowerDetail	Mesa baja quincho	wood	16.459999084472656,0.4300000071525574,9.65999984741211	1.2999999523162842,0.10000000149011612,0.6200000047683716
1230	lowerDetail	Zócalo baño pileta	blackMetal	21.979999542236328,0.10999999940395355,10.979999542236328	0.05000000074505806,0.10000000149011612,2.200000047683716
1231	lowerDetail	Espejo baño pileta	mirror	20.56999969482422,1.7200000286102295,10.739999771118164	0.029999999329447746,0.8199999928474426,0.46000000834465027
1232	lowerDetail	Toallero baño pileta	stainless	21.760000228881836,1.2799999713897705,10.420000076293945	0.029999999329447746,0.10000000149011612,0.3799999952316284
